Title,Price,Rating,Description,Author,LINK
"Flutter for Beginners: An introductory guide to building cross-platform mobile applications with Flutter 2.5 and Dart, 2nd Edition",$46.99,4.4,"Develop the real-world experience you need to build and launch your own Flutter apps with this full-color guideKey FeaturesGet up to speed with the basics of Dart programming and delve into Flutter developmentLearn about Flutter widgets, plugins, and animations to create a high-quality app user experiencePackage and deploy your Flutter apps to achieve native-like performanceBook DescriptionThere have been many attempts at creating frameworks that are truly cross-platform, but most struggle to create a native-like experience at high performance levels. Flutter achieves this with an elegant design and a wealth of third-party plugins, making it the future of mobile app development. If you are a mobile developer who wants to create rich and expressive native apps with the latest Google Flutter framework, this book is for you.This book will guide you through developing your first app from scratch all the way to production release. Starting with the setup of your development environment, you'll learn about your app's UI design and responding to user input via Flutter widgets, manage app navigation and screen transitions, and create widget animations. You'll then explore the rich set of third party-plugins, including Firebase and Google Maps, and get to grips with testing and debugging. Finally, you'll get up to speed with releasing your app to mobile stores and the web.By the end of this Flutter book, you'll have gained the confidence to create, edit, test, and release a full Flutter app on your own.What you will learnExplore the core concepts of the Flutter framework and how it is used for cross-platform developmentUnderstand the fundamentals of the Dart programming languageWork with Flutter widgets and learn the concepts of stateful and stateless widgetsAdd animation to your app using animated widgets and advanced animations techniquesMaster the complete development lifecycle, including testing and debuggingInvestigate the app release process to both mobile stores and the webWho this book is forThis book is for developers looking to learn Google's revolutionary framework Flutter from scratch. No prior knowledge of Flutter or Dart is required.Table of ContentsAn Introduction to FlutterAn Introduction to DartFlutter versus Other FrameworksDart Classes and ConstructsWidgets – Building Layouts in FlutterHandling User Input and GesturesRouting – Navigating between ScreensPlugins – What Are They and How Do I Use Them?Popular Third-Party PluginsUsing Widget Manipulations and AnimationsTesting and DebuggingReleasing Your App to the World",Thomas Bailey,https://www.amazon.com/Flutter-Beginners-introductory-cross-platform-applications/dp/1800565992/ref=sr_1_6?keywords=flutter+development+books&qid=1680599958&s=books&sr=1-6
Flutter for Beginners: An introductory guide to building cross-platform mobile applications with Flutter and Dart 2,$36.99,4.1,"A step-by-step guide to learning Flutter and Dart 2 for creating Android and iOS mobile applicationsKey FeaturesGet up to speed with the basics of Dart programming and delve into Flutter developmentUnderstand native SDK and third-party libraries for building Android and iOS applications using FlutterPackage and deploy your Flutter apps to achieve native-like performanceBook DescriptionGoogle Flutter is a cross-platform mobile framework that makes it easy to write high-performance apps for Android and iOS. This book will help you get to grips with the basics of the Flutter framework and the Dart programming language.Starting from setting up your development environment, you'll learn to design the UI and add user input functions. You'll explore the navigator widget to manage app routes and learn to add transitions between screens. The book will even guide you through developing your own plugin and later, you'll discover how to structure good plugin code. Using the Google Places API, you'll also understand how to display a map in the app and add markers and interactions to it. You'll then learn to improve the user experience with features such as map integrations, platform-specific code with native languages, and personalized animation options for designing intuitive UIs.The book follows a practical approach and gives you access to all relevant code files hosted at github.com/PacktPublishing/Flutter-for-Beginners. This will help you access a variety of examples and prepare your own bug-free apps, ready to deploy on the App Store and Google Play Store.By the end of this book, you'll be well-versed with Dart programming and have the skills to develop your own mobile apps or build a career as a Dart and Flutter app developer.What you will learnUnderstand the fundamentals of the Dart programming languageExplore the core concepts of the Flutter UI and how it compiles for multiple platformsDevelop Flutter plugins and widgets and understand how to structure plugin code appropriatelyStyle your Android and iOS apps with widgets and learn the difference between stateful and stateless widgetsAdd animation to your UI using Flutter's AnimatedBuilder componentIntegrate your native code into your Flutter codebase for native app performanceWho this book is forThis book is for developers looking to learn Google's revolutionary framework Flutter from scratch. No prior knowledge of Flutter or Dart is required; however, basic knowledge of any programming language will be helpful.Table of ContentsAn Introduction to DartIntermediate Dart ProgrammingAn Introduction to FlutterWidgets: Building layouts in FlutterHandling User Input and GesturesTheming and StylingRouting: Navigating between ScreensFirebase PluginsDeveloping Your Own Flutter PluginAcessing Device Features from the Flutter AppPlatform Views and Map IntegrationTesting, Debugging, and DeploymentImproving User ExperienceWidget Graphic ManipulationsAnimations",Alessandro Biessek,https://www.amazon.com/Flutter-Beginners-introductory-cross-platform-applications/dp/1788996089/ref=sr_1_9?keywords=flutter+development+books&qid=1680599958&s=books&sr=1-9
Flutter Recipes: Mobile Development Solutions for iOS and Android,$35.54,3.7,"Take advantage of this comprehensive reference to solving common problems when developing with Flutter. Along with an introduction to the basic concepts of Flutter development, the recipes in this book cover all important aspects of this emerging technology, including development, testing, debugging, performance tuning, app publishing, and continuous integration. Although Flutter presents a rich, cross-platform mobile development framework, helpful documentation is not easily found. Here you’ll review solutions to various scenarios and use creative, tested ways to accomplish everything from simple to complex development tasks. Flutter is developed using Dart and contains a unique technology stack that sets it apart from its competitors. This book takes the mystery out of working with the Dart language and integrating Flutter into your already existing workflows and development projects. With Flutter Recipes, you’ll learn how to build and deploy apps freshly started in Flutter, as well as apps already in progress, while side-stepping any potential roadblocks you may face along the way. What You'll LearnDebug with Dart ObservatoryProgram accessibility and localization featuresBuild and release apps for iOS and AndroidIncorporate reactive programmingWho This Book Is ForMobile developers with some experience in other frameworks who would like to work with the growing and popular Flutter.",Fu Cheng,https://www.amazon.com/Flutter-Recipes-Development-Solutions-Android/dp/148424981X/ref=sr_1_10?keywords=flutter+development+books&qid=1680599958&s=books&sr=1-10
"API Testing and Development with Postman: A practical guide to creating, testing, and managing APIs for automated software testing",$39.99,4.3,"Explore the world of APIs and learn how to integrate them with production-ready applications using Postman and the Newman CLIKey FeaturesLearn the tenets of effective API testing and API designGain an in-depth understanding of the various features Postman has to offerKnow when and how to use Postman for creating high-quality APIs for software and web appsBook DescriptionPostman enables the exploration and testing of web APIs, helping testers and developers figure out how an API works. With Postman, you can create effective test automation for any APIs. If you want to put your knowledge of APIs to work quickly, this practical guide to using Postman will help you get started.The book provides a hands-on approach to learning the implementation and associated methodologies that will have you up and running with Postman in no time. Complete with step-by-step explanations of essential concepts, practical examples, and self-assessment questions, this book begins by taking you through the principles of effective API testing. A combination of theory coupled with real-world examples will help you learn how to use Postman to create well-designed, documented, and tested APIs. You'll then be able to try some hands-on projects that will teach you how to add test automation to an already existing API with Postman, and guide you in using Postman to create a well-designed API from scratch.By the end of this book, you'll be able to use Postman to set up and run API tests for any API that you are working with.What you will learnFind out what is involved in effective API testingUse data-driven testing in Postman to create scalable API testsUnderstand what a well-designed API looks likeBecome well-versed with API terminology, including the different types of APIsGet to grips with performing functional and non-functional testing of an APIDiscover how to use industry standards such as OpenAPI and mocking in PostmanWho this book is forThe book is for software testing professionals and software developers looking to improve product and API quality through API test automation. You will find this book useful if understand APIs and want to build your skills for creating, testing, and documenting APIs. The book assumes beginner-level knowledge of JavaScript and API development.Table of ContentsAPI Testing Theory and TerminologyPrinciples of API DesignOpenAPI and API SpecificationsConsiderations for Good API Test AutomationUnderstanding Authorization OptionsCreating Test Validation ScriptsData Driven TestingRunning API Tests in CI with NewmanMonitoring APIs With PostmanTesting an Existing APIDesigning an API SpecificationCreating and Using a Mock Server in PostmanUsing Contract Testing to Verify an APIDesign and create an API",Dave Westerveld,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMjIwMjYyMDYwMDE0MzY2OjE2ODA1OTk5NTg6c3BfbXRmOjIwMDc1MjUxNjIyODk4OjowOjo&url=%2FAPI-Testing-Development-Postman-practical%2Fdp%2F1800569203%2Fref%3Dsr_1_11_sspa%3Fkeywords%3Dflutter%2Bdevelopment%2Bbooks%26qid%3D1680599958%26s%3Dbooks%26sr%3D1-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA15DBATYR506U3
"Beginning Flutter with Dart: A Beginner to Pro. Learn how to build Advanced Flutter Apps (Flutter, Dart and Algorithm Book 1)",$41.99,3.4,"Are you an absolute beginner with no prior knowledge to any programming language? But you want to be an Android or iOS mobile application developer? This book will teach you both. You will learn to build Advanced Flutter Apps, from scratch.You will also learn Dart programming language that runs Flutter.Start as a Beginner and learn how to build Advanced Flutter Apps in a few months. What is the main advantage of this Book? It will always upgrade with Flutter.It is at an advantage because I regularly write Flutter blog at my website https://sanjibsinha.com, and besides, I keep updating this book.As a result you can update your knowledge from lesser known facts to unknown facts about Flutter.Consequently the pages and words have been increasing since I have first published this book. If you get the book, it will always give you the most recent development that takes place in Flutter widget and user interface world.In addition, as you progress, you'll find that more concise and succinct detail about the Flutter widgets, and besides that, inherent concepts regarding widgets are getting added in a regular basis. I hope, that'll help you to understand firstly, and secondly, build more robust Flutter applications.For example, although in the first part we used old Provider package, we've updated that to the new version in the later section.As you know, Flutter is a free and open-source mobile User Interface framework created by Google. Therefore, it doesn't cost you any money to build and test applications.There are other tools for the mobile application developers. But Flutter has distinguished itself for its simplicity.Moreover, Flutter has one single codebase that runs everywhere.By the way, Flutter uses on programming language in the background – Dart.Therefore, if you’re a beginner and want to learn Flutter from scratch, you must have a knowledge of Dart, as well. And, this book will help you to achieve this.Now, if you learn Flutter, with the help of one programming language Dart, you will be able to create two mobile applications at the same time.One for Android and the other for iOS.However, to start with you need to install Flutter that consists of SDK or Software Development Kit.In addition, the Flutter framework that consists of User Interface library based Widget will help you to build any design you want to do.This book will teach you from the very beginning. How to install Flutter, what IDE you need. Above all, how to build your first mobile application.Because Flutter uses Dart programming language, we will start with Flutter. But side by side we will also learn Dart and its implementation on Flutter.As time passes by, we’ll keep updating this book as Flutter gets upgraded, adding new features. Moreover, you’ll learn them also in this book.",Sanjib Sinha,https://www.amazon.com/Beginning-Flutter-Dart-Beginners-Application-ebook/dp/B08ZLJKJKC/ref=sr_1_15?keywords=flutter+development+books&qid=1680599958&s=books&sr=1-15
Beginning Flutter: A Hands On Guide to App Development,$34.00,4,"Build your first app in Flutter―no experience necessary!Beginning Flutter: A Hands-On Guide to App Development is the essential resource for both experienced and novice developers interested in getting started with Flutter―the powerful new mobile software development kit. With Flutter, you can quickly and easily develop beautiful, powerful apps for both Android and iOS, without the need to learn multiple programming languages or juggle more than one code base. This book walks you through the process step by step.In Flutter, you’ll be working with Dart, the programming language of choice for top app developers. Even if you’re just starting out in your development career, you can learn Dart quickly, eliminating the barrier to entry for building apps. This is a more efficient way to develop and maintain cross-platform mobile apps, and this book makes the process even easier with a teach-by-example approach.Focus on providing quality content by eliminating the need to switch between multiple coding languagesLearn the ins and outs of Flutter, including all the frameworks, widgets, and tools available to developersAccelerate your app development pace, keeping all the code for your cross-platform app in a single code baseLeapfrog barriers to entry to the mobile software market, creating your first app with no experience necessaryThe Flutter community is growing rapidly and transforming the way Android and iOS apps get made. Beginning Flutter allows you to get on board with the latest app development technology, giving your mobile development career a big head start.",Marco L. Napoli,https://www.amazon.com/Beginning-Flutter-Hands-Guide-Development/dp/1119550823/ref=sr_1_16?keywords=flutter+development+books&qid=1680599958&s=books&sr=1-16
"Coding Projects in Flutter: A Hands-On, Project-Based Introduction to Mobile App Development",$13.94,3.8,"You can build your first app in Flutter today―no experience necessary!Flutter is a dream come true for app developers all over the world. With Google's open source tools, you can quickly create stunning cross-platform apps from a single codebase. This versatility allows you to reach the largest potential audience with your work. With thousands of developers using Flutter around the world in a market where billions of apps are downloaded each year, now is the best moment to get ahead of the curve with this great tool. This book takes you step by step through the procedure. Gives you projects to work on from scratch & You'll be working with Dart in Flutter, which is the programming language of choice for top app developers. You can learn Dart rapidly, even if you're just starting out in your development career, lowering the barrier to entry for app development. You will also be able to create attractive, powerful apps for Android and iOS fast and effortlessly using Flutter, without having to learn various programming languages or manage numerous code bases. There isn't a more efficient way to design and manage cross-platform mobile apps today, and with a teach-by-example approach, this book will make the process even easier for you. The Flutter community is fast expanding and changing the way Android and iOS apps are developed. Coding Projects in Flutter: A Hands-On, Project-Based Introduction to Mobile App Development will give you the tools you need to get started with this cutting-edge app development platform, giving you a leg up on the competition.",Edward Thornton,https://www.amazon.com/Coding-Projects-Flutter-Hands-Project-Based-ebook/dp/B09DK7KP9M/ref=sr_1_17?keywords=flutter+development+books&qid=1680599958&s=books&sr=1-17
Beginning App Development with Flutter: Create Cross-Platform Mobile Apps,$42.55,4.1,"Create iOS and Android apps with Flutter using just one codebase.  App development on multiple platforms has historically been difficult and complex. This book breaks down complex concepts and tasks into easily digestible segments with examples, pictures, and hands-on labs with starters and solutions. In doing so, you'll develop a basic understanding of the Dart programming language; the entire Flutter development toolchain; the differences between stateful and stateless widgets; and a working knowledge of the architecture of apps. All the most important parts of app development with Flutter are covered in this book. Work with themes and styles. Develop custom widgets. Teach your app to respond to gestures like taps, swipes, and pinches. Design, create and control the layout of your app. Create tools to handle form data entry from users. And ultimately create killer multiscreen apps with navigation, menus, and tabs.Flutter is Google's new framework for creating mobile apps that run on iOS and Android phones both.You had to be a super-developer to write apps for iOS or Android alone. But writing for both? Forget about it! You had to be familiar with Swift, Java/Kotlin, Xcode, Eclipse, and a bunch of other technologies simultaneously. Beginning App Development with Flutter simplifies the entire process.What You'll LearnGet the most out of great Flutter widgets Create custom widgets, both stateless and statefulExercise expert control over your Flutter layoutsMake your app respond to gestures like swiping, pinching and tappingInitiate async Ajax calls to RESTful APIs ― including Google Firebase!Who This Book Is ForDevelopers who have coded in Java, C#, C++, or any similar language. It brings app development within the reach of younger developers, so STEM groups are likely to pick up the technology. Managers, product owners, and business analysts need to understand Flutter's capabilities.",Rap Payne,https://www.amazon.com/Beginning-App-Development-Flutter-Cross-Platform/dp/1484251806/ref=sr_1_18?keywords=flutter+development+books&qid=1680599958&s=books&sr=1-18
"Flutter Projects: A practical, project-based guide to building real-world cross-platform mobile applications and games",$28.49,4.2,"Learn Flutter and the Dart programming language by building impressive real-world mobile applications for Android and iOSKey FeaturesLearn cross-platform mobile development with Flutter and Dart by building 11 real-world appsCreate wide array of mobile projects such as 2D game, productivity timer, movie browsing app, and morePractical projects demonstrating Flutter development techniques with tips, tricks, and best practicesBook DescriptionFlutter is a modern reactive mobile framework that removes a lot of the complexity found in building native mobile apps for iOS and Android. With Flutter, developers can now build fast and native mobile apps from a single codebase.This book is packed with 11 projects that will help you build your own mobile applications using Flutter. It begins with an introduction to Dart programming and explains how it can be used with the Flutter SDK to customize mobile apps. Each chapter contains instructions on how to build an independent app from scratch, and each project focuses on important Flutter features.From building Flutter Widgets and applying animations to using databases (SQLite and sembast) and Firebase, you'll build on your knowledge through the chapters. As you progress, you’ll learn how to connect to remote services, integrate maps, and even use Flare to create apps and games in Flutter. Gradually, you’ll be able to create apps and games that are ready to be published on the Google Play Store and the App Store. In the concluding chapters, you’ll learn how to use the BLoC pattern and various best practices related to creating enterprise apps with Flutter.By the end of this book, you will have the skills you need to write and deliver fully functional mobile apps using Flutter.What you will learnDesign reusable mobile architectures that can be applied to apps at any scaleGet up to speed with error handling and debugging for mobile application developmentApply the principle of ‘composition over inheritance’ to break down complex problems into many simple problemsUpdate your code and see the results immediately using Flutter’s hot reloadIdentify and prevent bugs from reappearing with Flutter’s developer toolsManage an app's state with Streams and the BLoC patternBuild a simple web application using Flutter WebWho this book is forThis book is for mobile developers and software developers who want to learn Flutter to build state-of-the-art mobile apps. Although prior experience with Dart programming or Flutter is not required, knowledge of object-oriented programming (OOP), data structures and software design patterns will be beneficial.Table of ContentsHello Flutter!Miles or Kilometers? Using Stateful WidgetsMy Time - Listening to a Stream of DataPong Game - 2D Animations and GesturesLet’s Go to the Movies - Getting Data from the WebStore That data - Using Sq(F)Lite to Store Data in a Local DatabaseFiring Up the App - Integrating Firebase into a Flutter AppThe Treasure Mapp - Integrating Maps and Using Your Device CameraLet’s Play Dice: Knockout - Creating an Animation with FlareToDo App - Leveraging the BLoC Pattern and SembastBuilding a Flutter Web AppAppendix",Simone Alessandria,https://www.amazon.com/Flutter-Projects-project-based-cross-platform-applications-ebook/dp/B083QG4HWT/ref=sr_1_19?keywords=flutter+development+books&qid=1680599958&s=books&sr=1-19
Flutter and Dart Cookbook,$16.54,4.6,"Learn the essentials of working with Flutter and Dart to build full stack applications that meet the needs of a cloud-driven world. Together, the Flutter open source UI software development kit and the Dart programming language for client development provide a unified solution to building applications capable of targeting multiple platforms. Recipes in this cookbook show you how this potent combination provides an efficient approach to application development.Typically used in frontend development, Flutter helps you develop cross-platform applications for Android, iOS, Linux, Mac, Windows, and the Google Fuchsia operating systems. The Dart SDK provides native access to third-party solutions, including APIs, databases, and authentication. When used in concert with Flutter, Dart allows you to compile source code ahead of time to native code.This cookbook shows you how to:Write effective Dart code by using variables and data structuresBuild applications with Flutter by exploring widgets and data handlingUnderstand cloud provider solutions and learn how to integrate them with FlutterManage data through APIs using Google Cloud ServerlessWork with Firebase solutions such as Authentication and the Cloud Firestore databaseBuild web applications that also work with mobile and desktop platforms",Richard Rose,https://www.amazon.com/Flutter-Dart-Cookbook-Richard-Rose-ebook/dp/B0BQ8T32LC/ref=sr_1_20?keywords=flutter+development+books&qid=1680599958&s=books&sr=1-20
OpenCV: Computer Vision Projects with Python,$83.99,2.8,"Get savvy with OpenCV and actualize cool computer vision applicationsAbout This BookUse OpenCV's Python bindings to capture video, manipulate images, and track objectsLearn about the different functions of OpenCV and their actual implementations.Develop a series of intermediate to advanced projects using OpenCV and PythonWho This Book Is ForThis learning path is for someone who has a working knowledge of Python and wants to try out OpenCV. This Learning Path will take you from a beginner to an expert in computer vision applications using OpenCV. OpenCV's application are humongous and this Learning Path is the best resource to get yourself acquainted thoroughly with OpenCV.What You Will LearnInstall OpenCV and related software such as Python, NumPy, SciPy, OpenNI, and SensorKinect - all on Windows, Mac or UbuntuApply ""curves"" and other color transformations to simulate the look of old photos, movies, or video gamesApply geometric transformations to images, perform image filtering, and convert an image into a cartoon-like imageRecognize hand gestures in real time and perform hand-shape analysis based on the output of a Microsoft Kinect sensorReconstruct a 3D real-world scene from 2D camera motion and common camera reprojection techniquesDetect and recognize street signs using a cascade classifier and support vector machines (SVMs)Identify emotional expressions in human faces using convolutional neural networks (CNNs) and SVMsStrengthen your OpenCV2 skills and learn how to use new OpenCV3 featuresIn DetailOpenCV is a state-of-art computer vision library that allows a great variety of image and video processing operations. OpenCV for Python enables us to run computer vision algorithms in real time. This learning path proposes to teach the following topics. First, we will learn how to get started with OpenCV and OpenCV3's Python API, and develop a computer vision application that tracks body parts. Then, we will build amazing intermediate-level computer vision applications such as making an object disappear from an image, identifying different shapes, reconstructing a 3D map from images , and building an augmented reality application, Finally, we'll move to more advanced projects such as hand gesture recognition, tracking visually salient objects, as well as recognizing traffic signs and emotions on faces using support vector machines and multi-layer perceptrons respectively.This Learning Path combines some of the best that Packt has to offer in one complete, curated package. It includes content from the following Packt products:OpenCV Computer Vision with Python by Joseph HowseOpenCV with Python By Example by Prateek JoshiOpenCV with Python Blueprints by Michael BeyelerStyle and approachThis course aims to create a smooth learning path that will teach you how to get started with will learn how to get started with OpenCV and OpenCV 3's Python API, and develop superb computer vision applications. Through this comprehensive course, you'll learn to create computer vision applications from scratch to finish and more!.",Joseph Howse,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMjIwMjYyMDYwMDE0MzY2OjE2ODA1OTk5NTg6c3BfYnRmOjIwMDc1MjUxNjMyMTk4OjowOjo&url=%2FOpenCV-Computer-Vision-Projects-Python%2Fdp%2F1787125491%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dflutter%2Bdevelopment%2Bbooks%26qid%3D1680599958%26s%3Dbooks%26sr%3D1-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA15DBATYR506U3
Advanced Node.js Development: Master Node.js by building real-world applications,$32.09,4.4,"Takes you through creating your own API, building a full real-time web app, securing your Node systems, and practical applications of the latest Async and Await technologies. It maps out everything in a comprehensive, easy-to-follow package designed to get you up and running quickly.Key FeaturesEntirely project-based and practicalExplains the ""why"" of Node.js features, not just the ""how"", providing with a deep understanding and enabling you to easily apply concepts in your own applicationsCovers the full range of technologies around Node.js - npm, MongoDB, version control with Git, and many moreBook DescriptionAdvanced Node.js Development is a practical, project-based book that provides you with all you need to progress as a Node.js developer. Node is a ubiquitous technology on the modern web, and an essential part of any web developer's toolkit. If you're looking to create real-world Node applications, or you want to switch careers or launch a side-project to generate some extra income, then you're in the right place. This book was written around a single goal: turning you into a professional Node developer capable of developing, testing, and deploying real-world production applications.There's no better time to dive in. According to the 2018 Stack Overflow Survey, Node is in the top ten for back-end popularity and back-end salary. This book is built from the ground up around the latest version of Node.js (version 9.x.x). You'll be learning all the cutting-edge features available only in the latest software versions.This book delivers advanced skills that you need to become a professional Node developer. Along this journey you'll create your own API, you'll build a full real-time web app and create projects that apply the latest Async and Await technologies. Andrew Mead maps everything out for you in this book so that you can learn how to build powerful Node.js projects in a comprehensive, easy-to-follow package designed to get you up and running quickly.What you will learnDevelop, test, and deploy real-world Node.js applicationsMaster Node.js by building practical, working examplesUse awesome third-party Node modules such as MongoDB, Mongoose, Socket.io, and ExpressCreate real-time web applicationsExplore async and await in ES7Who This Book Is ForThis book is for anyone looking to launch their own Node applications, switch careers, or freelance as a Node developer. You should have a basic understanding of JavaScript in order to follow this book. This book follows directly on from Learning Node.js Development, but more advanced readers can benefit from this book without having read the first part.Table of ContentsGetting Set UpMongoDB, Mongoose, and REST APIs - Part 1MongoDB, Mongoose, and REST APIs - Part 2MongoDB, Mongoose, and REST APIs - Part 3Security and AuthenticationAuthentication Middleware and Hashing PasswordsWriting Test Cases for DELETE and GET RoutesMaking Todo Routes PrivateImproving App Configuration and Advanced Postman TechniquesReal-Time Web Apps with Socket.io",Andrew Mead,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMjIwMjYyMDYwMDE0MzY2OjE2ODA1OTk5NTg6c3BfYnRmOjIwMTAzNTkzNzM2OTk4OjowOjo&url=%2FAdvanced-Node-js-Development-real-world-applications%2Fdp%2F1788393937%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dflutter%2Bdevelopment%2Bbooks%26qid%3D1680599958%26s%3Dbooks%26sr%3D1-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA15DBATYR506U3
Hindi Sahitya Ka Itihas by Acharya Ramchandra Shukla (Hindi Edition),$32.69,4.3,"हिंदी साहित्य का भंडार पर्याप्त समृद्ध है। गद्य तथा पद्य की लगभग सभी विधाओं का प्रचुर मात्रा में साहित्य-सर्जन हुआ है। अनेक कालजयी कृतियाँ सामने आईं। लेखक-कवियों ने भी सर्जना के उच्च मानदंड स्थापित किए, जिन पर साहित्य-सृजन को कालबद्ध किया गया; वह युग उनके नामों से जाना गया। आचार्य रामचंद्र शुक्ल ने गहन शोध और चिंतन के बाद हिंदी साहित्य के पूरे इतिहास पर विहंगम दृष्टि डाली है। हिंदी भाषा के मूर्धन्य इतिहासकार- साहित्यकार आचार्य रामचंद्र शुक्ल ने हिंदी साहित्य का जो इतिहास रचा है, वह सर्वाधिक प्रामाणिक तथा प्रयोगसिद्ध ठहरता है। इससे पहले भी हिंदी का इतिहास लिखा गया; पर आचार्यजी का ज्ञान विस्तृत फलक पर दिग्दर्शित है। इसमें आदिकाल यानी वीरगाथा काल का अपभ्रंश काव्य एवं देशभाषा काव्य के विवरण के बाद भक्तिकाल की ज्ञानमार्गी, प्रेममार्गी, रामभक्ति शाखा, कृष्णभक्ति शाखा तथा इस काल की अन्य रचनाओं को अपने अध्ययन का केंद्र बनाया है। इसके बाद के रीतिकाल के सभी लेखक-कवियों के साहित्य को इसमें समाहित किया है। अध्ययन को आगे बढ़ाते हुए आधुनिक काल के गद्य साहित्य, उसकी परंपरा तथा उत्थान के साथ काव्य को अपने विवेचन केंद्र में रखा है। हिंदी साहित्य का क्षेत्र चहुँदिशि विस्तृत है। हिंदी साहित्य के इतिहास को सम्यक् रूप में तथा गहराई से जानने-समझने के लिए आचार्य रामचंद्र शुक्ल का यह इतिहास-ग्रंथ सर्वाधिक उपयुक्त है।",Acharya Ramchandra Shukla,https://www.amazon.com/Sahitya-Itihas-Acharya-Ramchandra-Shukla/dp/9351867625/ref=sr_1_1?keywords=hindi+sahitya+books&qid=1680600119&s=books&sr=1-1
Gora (Hindi Edition),$10.99,4.5,"When Gora had no name, caste, and religion, the circumstances gave him the name - Goramohan, caste - Brahmin, and religion - Hindu. While he turned out to be a true advocate of Hinduism, the religion rejected him calling him an outcaste and an untouchable. In this classic masterpiece, Tagore represents the tragedy of Gora in the form of problems faced by all Indian religions.",Rabindranath Tagore,https://www.amazon.com/Gora-Hindi-Rabindranath-Tagore/dp/9389567173/ref=sr_1_2?keywords=hindi+sahitya+books&qid=1680600119&s=books&sr=1-2
Hindi Bal Sahitya Ka Itihas,$52.80,4.7,Language: HindiPages: 556**Contents and Sample Pages**,Prakash Manu,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjE3MTgxNjM5ODM4NTM6MTY4MDYwMDExOTpzcF9tdGY6MjAxMTgxNzQ1ODUzOTg6OjA6Og&url=%2FHindi-Bal-Sahitya-Ka-Itihas%2Fdp%2F9352666712%2Fref%3Dsr_1_13_sspa%3Fkeywords%3Dhindi%2Bsahitya%2Bbooks%26qid%3D1680600119%26s%3Dbooks%26sr%3D1-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Sense & Sensibility,$5.99,4.5,"When their father dies, leaving his entire estate to his first wife\x27s son, Elinor and Marianne Dashwood, along with their youngest sister and their mother, the second Mrs Dashwood, are left penniless and homeless. A kind and generous relative, however, offers them a small cottage to live in. As they all try to settle into their new lives, the wild and impulsive Marianne goes through a whirlwind romance with the gallant and impetuous John Willoughby and the quiet, reserved Elinor develops an affection for Edward Ferrars, the brother\-in\-law of her half\-brother, John Dashwood. But love is never easy . Caught in the trials and tribulations of love, the two sisters one flamboyant and the other reticent learn about love, happiness and life as they try to grapple with their new circumstances. This is a moving story about the emotions and feelings of two young girls trying to find their way through life.",Jane Austen,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjE3MTgxNjM5ODM4NTM6MTY4MDYwMDExOTpzcF9tdGY6MjAwMzMzNTM1ODQ5MDI6OjA6Og&url=%2FSense-Sensibility-Jane-Austen%2Fdp%2F8172344511%2Fref%3Dsr_1_14_sspa%3Fkeywords%3Dhindi%2Bsahitya%2Bbooks%26qid%3D1680600119%26s%3Dbooks%26sr%3D1-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
